year,title,artist,lyrics
1974,学園天国,フィンガー5,Hey… あいつもこいつもあの席を ただ一つ ねらっているんだよ このクラスで一番の美人の隣を ああー みんなライバルさ ああー いのちがけだよ 運命の女神さまよ このぼくにほほえんで 一度だけでも ※勉強する気もしない気も この時にかかっているんだよ もし駄目ならこのぼくは もうグレちまうよ Hey… 二枚目気どりの秀才や あのいやな悪党番長も 胸はずませ待っている どの席になるか ああー あの横顔を ああー 見つめられたら 授業中 天国だよ このぼくにしあわせを 与えておくれ ※印くりかえし
1974,追憶,沢田研二,小雨降れば ひとり待つニーナ なにも聞かず 読みかけの本を 捨てて抱き合った おまえの肌 ニーナ素顔が きれいだ 夜の風を怖がった ニーナ ひとつ灯り残し あの部屋で おまえの気持ちは甘く くずれ ニーナ 泣いたよ オーニーナ忘れられない 許して尽くしてそばにいて オーニーナ もし今ならおまえを二度とは 悲しませない オーニーナ 長い髪をきってきたニーナ 僕に愛を誓う その為に おまえの瞳が 思いつめて ニーナ 胸につきささる 白いバラの花びらを散らし 愛の明を占うおまえを 無理にやめさせて みつめた目を ニーナ 信じて オーニーナ忘れられない 許して尽くしてそばにいて オーニーナ もし今ならおまえを二度とは 悲しませない オーニーナ ニーナ(セリフ) ※ニーナ 忘れられない 許して尽くして そばにいて オーニーナ もし今ならおまえを二度とは はなさない オー※ (※くりかえし Fade Out)
1974,私は泣いています,りりィ,私は泣いています ベッドの上で 私は泣いています ベッドの上で あなたに逢えて 幸せだった 昼も夜も帰らない あなたがいたから どんなことでも なりふりかまわず 歩いてきたの 私は泣いています ベッドの上で 私は泣いています ベッドの上で あなたにとって 愛のくらしは とても厭なことばかり あなたに言われて 気付いたことも そんなところは 直してみます 私は泣いています ベッドの上で 私は泣いています ベッドの上で あなたは言うの もう終りだと まさかそれは嘘でしょう あなたの言葉が 私のまわりで 嵐のように 渦まいているの 私は泣いています ベッドの上で 私は泣いています ベッドの上で ※あなたの幸せ 願っているわ 私だけは いつまでも※ (※くり返し)
1974,精霊流し,グレープ,去年のあなたの思い出が テープレコーダーから こぼれています あなたのためにお友達も 集まってくれました 二人でこさえたおそろいの 浴衣も今夜は一人で着ます せんこう花火が見えますか 空の上から 約束通りにあなたの愛した レコードも一緒に流しましょう そしてあなたの舟のあとを ついてゆきましょう 私の小さな弟が何も知らずに はしゃぎ回って 精霊流しが華かに始まるのです あの頃あなたがつま弾いた ギターを私が奏いてみました いつの間にかさびついた糸で くすり指を切りました あなたの愛した母さんの 今夜の着物は浅黄色 わずかの間に年老いて 寂しそうです 約束通りにあなたの嫌いな 涙は見せずに過ごしましょう そして黙って舟のあとを ついてゆきましょう 人ごみの中を縫う様に 静かに時間が通り過ぎます あなたと私の人生を かばうみたいに
1974,ひと夏の経験,山口百恵,あなたに女の子の一番 大切なものをあげるわ 小さな胸の奥にしまった 大切なものをあげるわ 愛する人に 捧げるため 守ってきたのよ 汚れてもいい 泣いてもいい 愛は尊いわー 誰でも一度だけ 経験するのよ 誘惑の甘い罠 あなたに女の子の一番 大切なものをあげるわ 綺麗な泪色に輝く 大切なものをあげるわ 愛する人が 喜ぶなら それで倖せよ こわれてもいい 捨ててもいい 愛は尊いわー 誰でも一度だけ 経験するのよ 誘惑の甘い罠
1974,よろしく哀愁,郷ひろみ,もっと素直に僕の 愛を信じて欲しい 一緒に住みたいよ できるものならば 誰か君にやきもち そして疑うなんて 君だけに本当の心みせてきた ※会えない時間が 愛 育てるのさ 目をつぶれば 君がいる 友だちと恋人の境を決めた以上 もう泣くのも平気 よろしく哀愁 いちいち君が 泣くと 他人が見ているじゃない ふたりのアパートが あればいいのに おたがいのやさしさを もっと出しあえるのさ 疲れた日の僕を そっとねむらせて (※くり返し×2)
1974,二人でお酒を,梓みちよ,うらみっこなしで 別れましょうね さらりと水に すべて流して 心配しないで ひとりっきりは 子供のころから 慣れているのよ それでもたまに 淋しくなったら 二人でお酒を 飲みましょうね 飲みましょうね いたわり合って 別れましょうね こうなったのも お互いのせい あなたと私は 似たもの同志 欠点ばかりが 目立つ二人よ どちらか急に 淋しくなったら 二人でお酒を 飲みましょうね 飲みましょうね どうにかなるでしょ ここの街の どこかで 私は生きて行くのよ それでもたまに 淋しくなったら 二人でお酒を 飲みましょうね 飲みましょうね
1974,夜空,五木ひろし,あの娘 どこに居るのやら 星空の続く あの町あたりか 細い風の口笛が 恋の傷あとにしみる あー あきらめた恋だから なおさら 逢いたい 逢いたい もう一度 夜は いつも 独りぼっち あの娘 帰っておいでと 流れ星に乗せ そっと呼んでみた 誰も 答えはしないよ 白い花が散るばかり あー とどかない夢だから なおさら 淋しい 淋しい この胸よ 夜空 遠く 果てしない
1974,ちっぽけな感傷,山口百恵,もちろん出来ないことだけど あなたを嫌いになりたいの 傷つきあうのが恐いから 小さな心を痛めてきたの なぜ 愛されちゃいけないの 胸の奥も 指の先も 感じてるのに ほかの男のひととは どこか違ってたわ あなた 今すぐに消えて 私の前から どうぞ 泣くのはどちらかひとりで いいわ 死ぬより悲しいことだけど 私を憎んでほしいのよ 求める気持が強いほど ふたりはすべてを失くしてしまう なぜ 愛されちゃいけないの 黒い髪も 白い耳も 感じてるのに きっと私なんかより いいひとがいるわ あなた 今すぐに消えて 私の前から どうぞ 泣くのはどちらかひとりで いいわ
1974,浜昼顔,五木ひろし,家のない子のする恋は たとえば瀬戸の赤とんぼ ねぐらさがせば陽が沈む 泣きたくないか日ぐれ径(みち) 日ぐれ径(みち) たった一度の恋なのと 泣いてたきみは人の妻 ぼくは空ゆくちぎれ雲 ここはさい涯(はて)北の町 北の町 ひとり旅立つ思い出に 旅行鞄につめてきた 浜昼顔よいつまでも 枯れるなぼくの愛の花 愛の花
1974,冬の旅,森進一,ある日何かで これを読んだら 恋人 あなたは わかってくれ 泣いて一生 むだに暮らすな すぐにも 幸せ さがしてくれ もうあなたの所へは 帰らないだろう 一人一人旅に立つ 雪の降る街へ もしも誰かに たずねられたら あいつは だめだと 話してくれ 女心を 知らぬ奴だと 話を 合わせて けなしてくれ もうあなたの所へは 帰らないだろう 一人一人旅に立つ 雪の降る街へ だからあなたも 部屋をかたずけ 二年の 暮らしを 忘れてくれ おれのにおいが 残るものなど 一つも 持たずに 歩いてくれ もうあなたの所へは 帰らないだろう 一人一人旅に立つ 雪の降る街へ
1974,魅せられた夜,沢田研二,濡れた夜に抱かれて あなたの体は 月の光の中で 熱く燃える ああ あなたはその涙を 拭おうともしないで 言い続ける 愛している ジュ・テーム ジュ・テーム ジュ・テーム ジュ・テーム ああ あなたがいる限り ジュ・テーム ジュ・テーム ジュ・テーム ジュ・テーム ジュ・テーム もう離さない 金色に輝く夜に 落ちてゆくよ ガラスの夜を映す あなたの瞳は 愛のしずくをためて 見つめている ああ あなたは今 この世の優しさのすべてで 言い続ける 愛している ジュ・テーム ジュ・テーム ジュ・テーム ジュ・テーム ああ あなたがいる限り ジュ・テーム ジュ・テーム ジュ・テーム ジュ・テーム ジュ・テーム もう離さない 光の海へと さまよう さまよう
1974,愛ひとすじ,八代亜紀,恋のあぜ道歩いてきたわ 風も見ました 雪も見ました こころの地獄を さまよいながら ほのかに燃やす 真実の 灯り一つに すがってる 愛することしか できないわ できないわたし あんな男に望みをかけて どこがいいかと そしられようと 口じゃ云えない 愛だから 命のかぎり どこまでも なんの取得も ないけれど 愛することしか できないわ できないわたし 恋のめくらと 嗤われようと わたしにゃ見える あゝあの人の どろんこだらけの 人生に きらりと光る 真実が 誰にも見えない わたしだけ 愛することしか できないわ できないわたし
1974,個人授業,フィンガー5,いけないひとねといって いつもこの頭をなでる 叱られていてもぼくは なぜかうっとりとしてしまう あなたはせんせい 授業をしている時も ぼくはただ見つめてるだけ 魔法にかかったように 昼も夢みている気分 あなたはせんせい あこがれのあのひとは 罪なことだよ せんせい 出来るなら個人授業を 受けてみたいよ ハハハ 学校帰りの道で じっと待つこの身はつらい 毎日毎日同じ 場所でただこうしているよ あなたはせんせい せんせい はやりのドレスをいつも しゃれてきこなしてるひとよ けっこうグラマーなことも ぼくは気がついてるんだよ あなたはせんせい 今度の休みになれば 部屋へたずねることにしよう ちょっぴりと大人のふりで 愛のことばなどを持って あなたはせんせい あこがれのあのひとは 罪なことだよせんせい 出来るなら個人授業を 受けてみたいよ ハハハ ちらちらまぶたにうかび とても勉強など駄目さ このままつづいて行けば きっと死んでしまうだろ あなたはせんせい せんせい
1974,花とみつばち,郷ひろみ,どうでもいいけど 帰るの いるの 夜明けだよ まぶしいのは はだかの胸さ どうでもいいけど そばへおいでよ 今夜まで 覚えておこう 赤いくちびる 君と僕の 二人が覚えたての 蜜の味 ウォー ウォー 指をかたくからませ 背中にくちづけ 僕たち二人は春咲く花とみつばちさ 肩の上に 止っていたい どうでもいいけど 泪が出てる わからない 倖せなら 笑っておくれ どうでもいいけど 今夜も逢える その気ならどこでもゆこう 地の果てまでも 君と僕の二人が 覚えたての蜜の味 ウォー ウォー 指をかたくからませ 背中にくちづけ 僕たち二人は春咲く花とみつばちさ ひざの上に 止っていたい ことばはいらない 愛して愛され 嵐がこようと 離れはしないさ ウォー ウォー ことばはいらない 愛して愛され 嵐がこようと 離れはしないさ
1974,恋の風車,チェリッシュ,あなたに愛を告げる 言葉を探しましょう 並木道を歩く二人に 朝のひかり お店の窓を飾る あかるい色のドレス 燃える胸の中を 回っているわ恋心 めばえた二人に 幸せいろの風が 煙草の匂いがする あなたの腕に抱かれ 燃える胸の中を 回っているわ恋心 わたしに愛を告げる 言葉を待っているの 表通りを行く二人に 春のひかり 舗道に影を落す ふたつの恋の模様 燃える胸の中を 回っているわ恋心 めばえた二人に 幸せいろの風が あたしの長い髪を あなたの肩によせて 燃える胸の中を 回っているわ恋心
1975,シクラメンのかほり,布施明,真綿色した シクラメンほど 清しいものはない 出逢いの時の 君のようです ためらいがちに かけた言葉に 驚いたように ふりむく君に 季節が頬をそめて 過ぎて行きました うす紅色の シクラメンほど まぶしいものはない 恋する時の 君のようです 木もれ陽あびた 君を抱けば 淋しささえも おきざりにして 愛がいつのまにか 歩き始めました ※疲れを知らない 子供のように 時が二人を 追い越してゆく 呼び戻すことが できるなら 僕は何を 惜しむだろう※ うす紫の シクラメンほど 淋しいものはない 後ろ姿の 君のようです 暮れ惑う街の 別れ道には シクラメンのかほり むなしくゆれて 季節が知らん顔して 過ぎて行きました (※くり返し)
1975,想い出まくら,小坂恭子,こんな日は あの人の 真似をして けむたそうな 顔をして 煙草をすうわ そういえば いたずらに煙草をすうと やめろよと取り上げて くれたっけ ※ねぇ あなた ここに来て 楽しかった事なんか 話してよ 話してよ こんな日は あの人の 小さな癖も ひとつずつ ひとつずつ 思い出しそう※ こんな日は 少しだけ お酒を飲んで あの人が 好きだった 歌をうたうわ ゆらゆらと酔ったら うでに抱かれて 髪なんか なでられて 眠りたい (※くり返し) こんな日は あの人の 想い出まくら 眠りましょ 眠りましょ 今夜も一人 (※くり返し) こんな日は あの人の 想い出まくら 眠るのが 眠るのが いいでしょう
1975,時の過ぎゆくままに,沢田研二,あなたはすっかり疲れてしまい 生きてることさえいやだと泣いた こわれたピアノで 想い出の唄 片手で弾いては 溜息ついた 時の過ぎゆくままにこの身をまかせ 男と女が ただよいながら おちて行くのも 幸せだよと 二人冷たい 身体合わせる 身体の傷なら 直せるけれど 心の痛手は いやせはしない 小指にくいこむ 指輪を見つめ あなたは昔を 想って泣いた ※時の過ぎゆくままにこの身をまかせ 男と女が ただよいながら もしも二人が愛するならば 窓の景色も変わってゆくだろう※ (※くりかえし)
1975,ロマンス,岩崎宏美,あなたお願いよ 席を立たないで 息がかかるほど そばにいてほしい あなたが 好きなんです ひとりでいるのが こわくなる このまま逢えなく なりそうで くちづけさえ 知らないけど これが愛なのね もしもとべるなら とんでついて行く たとえ嵐でも たとえ遠くでも あなたが 好きなんです まるで今の私 迷い子のようね あなたが 好きなんです 生まれて始めて 愛されて 私はきれいに なって行く 甘い甘い ロマンスなの しあわせな私 こんな私だから 抱きしめていてね あなたお願いよ 席を立たないで 息がかかるほど そばにいてほしい…
1975,心のこり,細川たかし,私バカよね おバカさんよね うしろ指 うしろ指 さされても あなた一人に命をかけて 耐えてきたのよ 今日まで 秋風が吹く 港の町を 船が出てゆくように 私も旅に出るわ 明日の朝早く 私バカよね おバカさんよね 大切な 大切な 純情を わるい人だと 知っていながら 上げてしまった あなたに 秋風の中 枯葉がひとつ 枝をはなれるように 私も旅に出るわ あてもないままに 私バカよね おバカさんよね あきらめが あきらめが 悪いのね 一度はなれた 心は二度と もどらないのよ もとには 秋風が吹く つめたい空に 鳥が飛び立つように 私も旅に出るわ 一人泣きながら
1975,我が良き友よ,かまやつひろし,下駄をならして奴がくる 腰に手ぬぐいぶらさげて 学生服にしみこんだ 男の臭いがやってくる アー夢よ よき友よ おまえ今頃どの空の下で 俺とおんなじあの星みつめて何想う 可愛いあの娘に声かけられて 頬をそめてたうぶな奴 語り明かせば下宿屋の おばさん酒持ってやってくる アー恋よ 良き友よ 俺は今でもこの町に住んで 女房子供に手を焼きながらも生きている 男らしさと人が言う おまえの顔が目に浮かぶ 力ずくだと言いながら 女郎屋通いを自慢する アー夢よ 良き友よ 時の流れをうらむじゃないぞ 男らしいはやさしいことだと言ってくれ 家庭教師のガラじゃない 金のためだと言いながら 子供相手に人の道 人生などを説く男 アー夢よ 良き友よ 便りしたため探してみたけど 暑中見舞が返ってきたのは秋だった 古き時代と人が言う 今も昔と俺は言う バンカラなどと口走る 古き言葉と悔やみつつ アー友とよき酒を 時を憂いて飲みあかしたい 今も昔もこの酒つげば 心地よし 学生達が通りゆく あいつ程ではないにしろ まじめなのさと言いたげに 肩で風切って飛んでゆく アー友よ よき奴よ 今の暮らしにあきたら二人で 夢をかかえて旅でもしないか あの頃へ
1975,冬の色,山口百恵,あなたから許された 口紅の色は からたちの花よりも 薄い匂いです くちづけもかわさない 清らかな恋は 人からは不自然に 見えるのでしょうか いつでもあなたが悲しい時は 私もどこかで泣いてます 恋する気持に疑いなんて はいれる隙間はありません あなたなら仲のいい 友達にさえも 微笑んで紹介が 出来る私です… あなたからいただいた お手紙の中に さりげない愛情が 感じられました 倖せのほしくない ぜいたくな恋は 世の中にめずらしい ことなのでしょうか 突然あなたが死んだりしたら 私もすぐあと追うでしょう 恋する気持にためらいなんて 感じる時間はありません あなたなら他の子と 遊んでるとこを 見つけても待つことが 出来る私です…
1975,はじめての出来事,桜田淳子,くちづけのその後で おしゃべりはしないで 泣き出してしまうかも それほど心はゆれている あゝあなたには何気ない事件でも私は 世の中が変るほど 大きな出来事だったのよ 大人びたふりをしてここまでついて来たが はりさけるときめきでめまいがしそうよ 好きよ 好きだから怒れない あなたのことを 声かけて呼ぶまではこの場所に来ないで このふるえなおるまで 私をひとりにしておいて あゝ悲しくはないけれどあまりにも突然 くちづけされたから どうしていいのかわからない ※大人びたふりをしてここまでついて来たが 耳たぶも熱くなるはげしいはじらい 好きよ 好きだから帰れない あなたをのこし※ (※くり返し)
1975,「いちご白書」をもう一度,バンバン,いつか君と行った映画がまた来る 授業を抜け出して二人で出かけた 哀しい場面では涙ぐんでた 素直な横顔が今も恋しい 雨に破れかけた街角のポスターに 過ぎ去った昔が鮮やかによみがえる 君もみるだろうか「いちご白書」を 二人だけのメモリィー どこかでもう一度 僕は無精ヒゲと髪をのばして 学生集会へも時々出かけた 就職が決って髪を切ってきた時 もう若くないさと 君に言い訳したね 君もみるだろうか「いちご白書」を 二人だけのメモリィー どこかでもう一度 二人だけのメモリィー どこかでもう一度
1975,私鉄沿線,野口五郎,改札口で君のこと いつも待ったものでした 電車の中から降りて来る 君を探すのが好きでした 悲しみに心とざしていたら 花屋の花も変りました 僕の街でもう一度だけ 熱いコーヒー飲みませんか あの店で聞かれました 君はどうしているのかと 伝言板に君のこと 僕は書いて帰ります 想い出たずねもしかして 君がこの街に来るようで 僕たちの愛は終りでしょうか 季節もいつか変りました 僕の部屋をたずねて来ては いつも掃除をしてた君よ この僕もわかりません 君はどうしているのでしょう 買物の人でにぎわう街に もうじき灯りともるでしょう 僕は今日も人波さけて 帰るだけですひとりだけで この街を越せないまま 君の帰りを待ってます
1975,おんなの夢,八代亜紀,一度でいいから 人並に あなたの妻と 呼ばれてみたい ああ夢を…夢を… 夢をみたいのよ 他人じゃないよと 抱きしめられて 一生一度の 恋に泣く ひとりでこれから 生きるより 例え日陰の 花でもいいの ああ涙… 涙… 涙かみしめ 人のそしりも 耐えているけど 女ですもの 泣きたいの あなたと暮らす しあわせは 私ひとりの 夢でもいいの ああ女…女… 女運命を 夜の化粧に 涙をかくし 一生一度の 恋に泣く
1975,いつか街で会ったなら,中村雅俊,何気ない 毎日が 風のように 過ぎてゆく この街で 君と出会い この街で 君と過ごす この街で 君と別れたことも 僕はきっと 忘れるだろう それでも いつか どこかの街で 会ったなら 肩を叩いて 微笑んでおくれ さりげない やさしさが 僕の胸を しめつけた この街で 僕を愛し この街で 僕を憎み この街で 夢を壊したことも 君はきっと 忘れるだろう それでも いつか どこかの街で 会ったなら 肩を叩いて 微笑みあおう ※それても いつか どこかの街で 会ったなら 肩を叩いて 微笑みあおう※ (※くりかえし)
1975,十七の夏,桜田淳子,特別に愛してよ 十七の夏だから 私を変えていいのよ 泣いたりしない まぶしさが好きなのよ 正直になれるから 心のうちのすべてを 打ち明けられる ※こっちへおいでとあなたがいうから 裸足で駈けてとんで行く 広げた腕のその中へ 好きよ好きよ 好きよ こんなにも 誰もみな見ないふり してくれる恋人に こうして二人なれたわ 十七の夏※ 特別に愛してよ 十七の夏だから いじめるくらいはげしく 求めてみてよ 今はみな大胆になっていい季節なの 裸の胸にイニシャル落書きしてよ 遠くへ行こうとあなたがいうから 疑わないでついて行く 大きな背中見つめつつ いいわ いいわ いいわ どこへでも 誰もみな見ないふり してくれる恋人に こうして二人なれたわ 十七の夏 (※くりかえし)
1975,僕にまかせてください,クラフト,きみはその手に花をかかえて 急な坂道をのぼる 僕の手には 小さな水おけ きみのあとにつづく きみのかあさんが眠っている ささやかな石のまわり 草をつみながら振り返ると 泣き虫のきみがいた 両手をあわせたかたわらで 揺れてるれんげ草 あなたの大事な人を僕に まかせてください きみがとても大切にしてた 藤色のお手玉 あれは昔きみのかあさんが 作ってくれたもの そして僕が大切にしてる 日だまりのような人 それもそっと きみのかあさんが 残してくれたもの ※集めた落ち葉に火をつけて きみはぽつりとありがとう 彼岸過ぎたら 僕の部屋も あたたかくなる※ (※くりかえし)
1975,やすらぎ,黒沢年男,あなたがその気なら しかたがないわねと おまえはうつむいて 静かに背をむけた 季節が変わって咲く花も変わり バラのつぼみがほころびる頃さ そうさおれのせいでいいさ ほんとはおまえから 別れを言い出した おまえのことならば なんでも知っている 浮気な恋心傷ある過去さえも 何かを求めてさまよってみても 悲しい思い出が ふえてゆくだけさ そうさ夢はいつかさめる 待っててあげようか 目覚めるその日まで しばらく旅に出て あらってくるがいい 昔のことなんか 忘れてくるがいい あずけておくよこの部屋の鍵は きつといつかは使いたくなるさ そうさそんな時が来るさ その時やすらぎを おまえは知るだろう
1975,哀しみの終るとき,野口五郎,誰があなたを そんなにしたのか ほんとは明るい人だったはずだ 悪い男に すべてをつくして こんなさみしいあなたになったのか 死にたいなんて言うのはおよしよ ぼくがいつでもそばにいるだろう 悲しみの過去に生きるのはやめて もう一度愛を育ててみよう 愛をどうして あなたは恐がる 信じることさえ忘れたの今は 過ぎたことなら 涙に流して 笑顔がきれいなあなたにもどろうよ 忘れてなんてどうして逃げるの 僕はあなたを胸にだきたい 悲しみの過去にかえるのはやめて 変わらない愛を育ててみよう 死にたいなんて言うのはおよしよ 僕と幸せ二人さがそう 悲しみの過去に生きるのはやめて もう一度愛を育ててみよう
1975,千曲川,五木ひろし,水の流れに 花びらを そっと浮かべて 泣いたひと 忘れな草に かえらぬ恋を 想い出させる 信濃の旅よ 明日はいずこか 浮き雲に 煙りたなびく 浅間山 呼べどはるかに 都は遠く 秋の風立つ すすきの径よ 一人たどれば 草笛の 音いろ哀しき 千曲川 よせるさざ波 くれゆく岸に 里の灯ともる 信濃の旅路よ
1975,冬の駅,小柳ルミ子,白い 朝もや 流れる 冬の淋しい 停車場 あなたの無事を祈って これが運命とつぶやくの 恋はすべてを奪って 汽車の窓から手をふる 愛はすべてを与えて 涙こらえて 立っている ひと駅だけでも あなたと一緒に 朝の汽車に 乗って いきたかった わたし恨んでいないわ 悲しい思いしたけど 恋に苦しむ女は きっときれいになるという 夜の海辺に座って 遠くまたたく灯台 にじむ涙でみつめて ひとりぼっちを かみしめる 恋は別れて終るの なんの便りもくれない 愛は別れて始まる 心ひそかに 待っている ひと駅だけでも あなたと一緒に 朝の汽車に 乗っていきたかった わたし泣いたりしないわ 今も未練はあるけど 涙の河をわたって 人は大人になるという そうよ 人は大人になるという
1975,ひとり歩き,桜田淳子,涙という字を書いて ちぎって窓から捨てます もうしばらく君と 逢いたくないのです 恋は今うしろ姿で 私の前から 消えて行きます 恋するよろこびのあと 別れの悲しみ知らされ もう私は大人 大人のつもりです 私という字を書いて ブルーのインクで 消します 顔を見るのもいやな きらいな私です 好きならば いえばいいのに 気のない顔して 悔やんだりして しあわせの重さ計る 秤があるならほしいの 今私はどんな しあわせなのかしら 恋は今うしろ姿で 私の前から 消えて行きます 恋するよろこびのあと 別れの悲しみ知らされ もう私は大人 大人のつもりです
1975,夕立ちのあとで,野口五郎,夕立ちのあとの 街はきれいに 洗われたようで 緑のにおいがよみがえります ※忘れようとつとめて少しは 忘れかけてた あなたの想い出が 急にあざやかにもどってきました※ 夕立ちの想い 夏に愛して 別れた人です 風さえあの人 おんなじようです 通りすぎる小さなのきさき 風にゆられて 小さな風鈴が 遠い夢を呼び かすかに鳴りました 夕立ちのあとの 街はなぜだか やさしげな姿 心に悲しく響いてきます 生きていれば 季節はめぐって 夏があなたの想い出呼びさまし すぎたあの頃にもどって行きます (※くり返し)
1976,北の宿から,都はるみ,あなた変わりはないですか 日ごと寒さがつのります 着てはもらえぬセーターを 寒さこらえて編んでます 女ごころの 未練でしょう あなた恋しい 北の宿 吹雪まじりに汽車の音 すすり泣くよに聞こえます お酒ならべてただひとり 涙唄など歌います 女ごころの 未練でしょう あなた恋しい 北の宿 あなた死んでもいいですか 胸がしんしん泣いてます 窓にうつして寝化粧を しても心は晴れません 女ごころの 未練でしょう あなた恋しい 北の宿
1976,木綿のハンカチーフ,太田裕美,恋人よ 僕は旅立つ 東へと 向う列車で はなやいだ街で 君への贈りもの 探す 探すつもりだ いいえ あなた私は 欲しいものはないのよ ただ都会の絵の具に 染まらないで帰って 染まらないで帰って 恋人よ 半年が過ぎ 逢えないが 泣かないでくれ 都会で流行の 指輪を送るよ 君に 君に似合うはずだ いいえ 星のダイヤも 海に眠る真珠も きっとあなたのキスほど きらめくはずないもの きらめくはずないもの 恋人よ いまも素顔で 口紅も つけないままか 見間違うような スーツ着たぼくの 写真 写真を見てくれ いいえ 草にねころぶ あなたが好きだったの でも木枯しのビル街 からだに気をつけてね からだに気をつけてね 恋人よ 君を忘れて 変わってく ぼくを許して 毎日 愉快に過す街角 ぼくは ぼくは帰れない あなた 最後のわがまま 贈りものをねだるわ ねえ 涙拭く木綿の ハンカチーフ下さい ハンカチーフ下さい
1976,岸壁の母,二葉百合子,母は来ました 今日も来た この岸壁に 今日も来た とどかぬ願いと 知りながら もしやもしやに もしやもしやに ひかされて (セリフ)又 引揚船が帰って来たに 今度もあの子は帰らない。 この岸壁で待っている わしの姿が見えんのか。 港の名前は舞鶴なのに なぜ飛んで来てはくれぬのじゃ… 帰れないなら大きな声で… お願い…せめて、せめて一言… 呼んで下さい おがみます ああ おッ母さんよく来たと 海山千里と 言うけれど なんで遠かろ なんで遠かろ 母と子に (セリフ)あれから十年… あの子はどうしているじゃろう。 雪と風のシベリアは寒いじゃろう つらかったじゃろうと命の限り抱きしめて… この肌で温めてやりたい… その日の来るまで死にはせん。 いつまでも待っている… 悲願十年 この祈り 神様だけが 知っている 流れる雲より 風よりも つらいさだめの つらいさだめの 杖ひとつ (セリフ)ああ風よ、心あらば伝えてよ。 愛し子待ちて今日も又、 どとう砕くる岸壁に立つ母の姿を…
1976,俺たちの旅,中村雅俊,夢の坂道は 木の葉模様の石畳 まばゆく白い 長い壁 足跡も影も 残さないで たどりつけない 山の中へ 続いている ものなのです 夢の夕陽は コバルト色の空と海 交わってただ 遠い果て 輝いたという 記憶だけで ほんの小さな 一番星に 追われて消える ものなのです 背中の夢に 浮かぶ小舟に あなたが今でも 手を振るようだ 背中の夢に 浮かぶ小舟に あなたが今でも 手を振るようだ 夢の語らいは 小麦色した帰り道 畑の中の もどり道 ウォーターメロンの 花の中に 数えきれない 長い年月 うたた寝をする ものなのです 背中の夢に 浮かぶ小舟に あなたが今でも 手を振るようだ 背中の夢に 浮かぶ小舟に あなたが今でも 手を振るようだ
1976,横須賀ストーリー,山口百恵,これっきり これっきり もうこれっきりですか これっきり これっきり もうこれっきりですか 街の灯りが映し出す あなたの中の見知らぬ人 私は少し遅れながら あなたの後 歩いていました これっきり これっきり もうこれっきりですか これっきり これっきり もうこれっきりですか 急な坂道 駆けのぼったら 今も海が 見えるでしょうか ここは横須賀 話しかけても 気づかずに ちいさなアクビ重ねる人 私は熱い ミルクティーで 胸まで灼けてしまったようです これっきり これっきり もうこれっきりですか これっきり これっきり もうこれっきりですか あなたの心 横切ったなら 汐の香りまだするでしょうか ここは横須賀 一緒にいても心だけ ひとり勝手に 旅立つ人 私はいつも置いてきぼり あなたに今日は聞きたいのです これっきり これっきり もうこれっきりですか これっきり これっきり もうこれっきりですか そう言いながら 今日も私は 波のように抱かれるのでしょう ここは横須賀
1976,わかって下さい,因幡晃,貴方の愛した人の名前は あの夏の日と共に 忘れたでしょう いつも言われた 二人の影には愛がみえると 忘れたつもりでも 思い出すのね 町で貴方に似た人を 見かけると ふりむいてしまう 悲しいけれど そこには愛は見えない これから淋しい秋です ときおり手紙を書きます 涙で文字がにじんでいたなら わかって下さい 私の二十才のお祝いにくれた 金の指輪は今も光っています 二人でそろえた 黄色いティーカップ 今もあるかしら これから淋しい秋です ときおり手紙を書きます 涙で文字がにじんでいたなら わかって下さい 涙で文字がにじんでいたなら わかって下さい
1976,なごり雪,イルカ,汽車を待つ君の横で僕は 時計を気にしてる 季節はずれの雪が降ってる 「東京で見る雪はこれが最後ね」と さみしそうに君はつぶやく なごり雪も降るときを知り ふざけすぎた季節のあとで 今 春が来て 君はきれいになった 去年よりずっときれいになった 動き始めた汽車の窓に 顔をつけて 君は何か言おうとしている 君の口びるが「さようなら」と動くことが こわくて 下をむいてた 時が行けば 幼ない君も 大人になると気づかないまま 今 春が来て 君はきれいになった 去年よりずっときれいになった 君が去った ホームにのこり 落ちてはとける雪を見ていた 今 春が来て 君はきれいになった 去年よりずっときれいになった 去年よりずっときれいになった 去年よりずっときれいになった
1976,赤いハイヒール,太田裕美,ねえ友だちならきいて下さる? ねえ友だちならきいて下さる? 淋しがり屋のうちあけ話 東京駅についたその日は 私おさげの少女だったの 胸ポケットにふくらむ夢で 私買ったの赤いハイヒール そばかすお嬢さん 故郷なまりが それから君を無口にしたね アラン・ドロンとぼくを比べて 陽気に笑う君が好きだよ マニキュアの指 タイプライター ひとつ打つたび夢なくしたわ 石ころだらけ私の青春 かかとのとれた赤いハイヒール そばかすお嬢さん ぼくの愛した 澄んだ瞳は何処に消えたの? 明日はきっと君をさらって ふるさと行きの切符を買うよ おとぎ話の人魚姫はね 死ぬまで踊る ああ赤い靴 いちどはいたらもう止まらない 誰か救けて赤いハイヒール ※そばかすお嬢さん ぼくと帰ろう 緑の草原裸足になろう 曲りくねった二人の愛も 倖せそれでつかめるだろう※ (※くり返し)
