year,month,title,artist,lyrics
2012,10,キスだって左利き,SKE48,"キスだって左利き
私 目を閉じて気づいたよ
あなた 少し左上から
ほらね 唇重ねる
左手のフォークで
器用にパスタを巻いてる
そんなどうでもいいしぐさまで
あなたにきゅんとしちゃうのよ
""他の人とどこか違う""なんて
恋をする誰もが言い張るもの
キスだって左利き
ふいに右腕を引かれて
首を横に倒しながら
そっと その時を待ってる
キスだって左利き
私 目を閉じて気づいたよ
あなた 少し左上から
ほらね 唇重ねる
ずっとそばにいて
あなたを観察したい
すべて 表情とか癖とかを
ハートの奥にしまいたい
""なぜ私は恋をしたか?""それは
運命の答えと出会ったから
カッコいい左利き
ちょっと真似をしてみたけど
あなたみたいにできなかった
もっと 練習してみるね
カッコいい左利き
そうよ それだけじゃないんだ
いつも自分だけのスタイルで
素敵 あなたのポリシー
手を伸ばして(偶然)
指先が(触れたら)
2人で そう1人になれそう
キスだって左利き
ふいに右腕を引かれて
首を横に倒しながら
そっと その時を待ってる
キスだって左利き
私 目を閉じて気づいたよ
あなた 少し左上から
ほらね 唇重ねる
夢はあなたの利き腕"
2012,10,グッド・タイム with アウル・シティー,カーリー・レイ・ジェプセン,
2012,10,最後と決めた女だから,氷川きよし,
2012,10,firefly,BUMP OF CHICKEN,"蛍みたいな欲望が　ハートから抜け出して
逃げるように飛び始めたものが　夢になった
当然捕まえようとして　届きそうで届かなくて
追いかけていたら　物語になった
色んな場面を忘れていく
笑って泣いた頃もあって　そうでもない今もあって
どっちでもいいけど　どっちでも追いかけていた
分かれ道もたくさんあって　真っ暗に囲まれて
微かな金色に　必死で付いていった
いつの間にか見えなくなっても　行方探している
命の仕掛けは　それでもう全部
色々と難しくて　続ける事以外で
生きている事　確かめられない
報われないままでも　感じなくなっても
決して消えない　光を知っている
諦めなければきっとって　どこかで聞いた通りに
続けていたら　やめなきゃいけない時がきた
頑張ってどうにかしようとして　頑張りの関係ない事態で
ふと呼吸鼓動の　意味を考えた
解らない事ばかりの中　唯一解っていた
大切なものが　あぁ
一人だけの痛みに耐えて　壊れてもちゃんと立って
諦めた事　黄金の覚悟
まだ胸は苦しくて　体だけで精一杯
それほど綺麗な　光に会えた
物語はまだ終わらない　残酷でもただ進んでいく
おいてけぼりの空っぽを主役にしたまま　次のページへ
色んな場面を忘れていく
命の仕掛けは　わずかで全部
色々と難しくて　続ける事以外で
生きている事　確かめられない
報われないままでも　感じなくなっても
決して消えない　光を知っている
一人だけの痛みに耐えて　壊れてもちゃんと立って
諦めた事　黄金の覚悟
今もどこかを飛ぶ　あの憧れと
同じ色に　傷は輝く"
2012,10,Force,Superfly,"さらけ出せ 鉄の扉を
押し倒す 力が欲しいのさ
バーチャルな世界にだまされる前に
いざアクション 呼び覚まそう
さぁ両手を空へと翳せ
Force
恐れぬ力をくれ
Force
暴いてく力をくれ
Force
扉を開け放つ
力を与えたまえ
Give me force!!
偽りの自分じゃいられない
精巧な仮面を脱ぐのさ
リアルな愛で繋がっていたいんだ
嫌な本性 あらゆる感情
いつだって君と向き合いたいのさ
Force
信じる力をくれ
Force
抱きしめる力をくれ
Force
私を導く
力を与えたまえ
Give me force!!
Force
恐れぬ力をくれ
Force
暴いてく力をくれ
Force
超えてゆく力を
未来を与えたまえ
Force
愛する力をくれ
Force
立ち向かう力をくれ
Force
扉をぶち壊す
力を与えたまえ
Give me force!!"
2012,10,バッド,マイケル・ジャクソン,
2012,10,愛する覚悟,シシド・カフカ,
2012,10,コール・ミー・メイビー,カーリー・レイ・ジェプセン,
2012,10,カゲボウシ,ポルノグラフィティ,"ひとひらの夢 夢に焦がれ
まっすぐで 強がったキミが居る
物語る背中 美しすぎて
危うげで 少し心配
時には陽の射さぬ 道を歩いていても
決してうつむかないよう 顔を上げて
会いたくなったら 思い出して 僕はずっとキミのカゲボウシ
駆け抜けて 心のままに どこまでも寄り添うから
嬉しくなったよ キミが居るから 僕の未来も微笑みばかり
ありがとう この胸の中 優しさでいっぱいだよ
長い道だから 忘れないで
越えたとき 見えるその景色を
一つずつ ちゃんと 心へ刻む
それこそが 生きる証
例えば間違って後戻りをしても
決して無駄にはならない 自信を持って
泣きたくなったら ここへおいで 僕が全てを受け止めるから
張り詰めてる 心の糸を 少し緩ませたらいい
会いたくなったら 思い出して 僕はずっとキミのカゲボウシ
駆け抜けて 心のままに どこまでも寄り添うから
嬉しくなったよ キミが居るから 僕の未来も微笑みばかり
ありがとう ここは僕らの 世界で一つだけの場所
さあ行こう 扉 開いて待ってる
夢はもう すぐそこだよ"
2012,10,ギンガムチェック,AKB48,"こんなに君を
好きでいるのに
僕は誤魔化してる
自転車を押して歩く
君が無邪気に笑う
海岸通り
バイト先まで
焦(じ)らすね 太陽
ギンガムチェック
君が着てる
半袖シャツ
マニッシュだね
愛しくて切なくて
心は格子柄だよ
ギンガムチェック
恋の模様
ブルー ホワイト ブルー
どっちだろう?
気持ちを伝えるか
僕の迷いは
ギンガムチェック
目の前の海
青一色で
すべて語ってるよ
シンプルな言葉ひとつ
僕は口にできないよ
臆病だから
今の関係も
しあわせってことさ
ギンガムチェック
夏が過ぎて
カーディガンは
いつから着る?
この道をどこまでも
歩ける訳じゃないけど
ギンガムチェック
恋の期限
YES NO YES
スルーでもいい
大事な君だから
次の夏まで
ギンガムチェック
海がキラキラと
反射してる
僕のまだらな思いは
光と影
ギンガムチェック
君が着てる
半袖シャツ
マニッシュだね
愛しくて切なくて
心は格子柄だよ
ギンガムチェック
恋の模様
ブルー ホワイト ブルー
どっちだろう?
気持ちを伝えるか
僕の迷いは
ギンガムチェック"
2013,4,にんじゃりばんばん,きゃりーぱみゅぱみゅ,"鮮やかに　恋して　にんじゃりばんばん
なんだか　にんじゃりばんばん
bloom bloom bloom　花びらも舞う
飛んでけ　にんじゃりばんばん
常識を変えたら　驚きが日常に
どうして　にんじゃりばんばん
愛して　にんじゃりばんばん
Ring Ring Ring　鳴らないメロディー
ふんわり　煙に巻き
空を駆けるのは　にんにんにん　キミだけだから
見えていたものが　七色に
変わる時　キミはきっと
手をのばしても　触れない光のようだから
どんな色にもならないで
キミは街を染めるよ
広がってゆくね　転がる巻物みたいな
道を作る"
2013,4,スキ!スキ!スキップ!,HKT48,
2013,4,バニスタ!,T-ARA,
2013,4,スーツ・アンド・タイ feat.JAY-Z,ジャスティン・ティンバーレイク,
2013,4,Yin Yang,桑田佳祐,
2013,4,ビコーズ・ウィ・キャン,ボン・ジョヴィ,
2013,4,ハウ・ウィ・ドゥ(パーティー),リタ・オラ,
2013,4,君の名は希望,乃木坂46,"僕が君を初めて意識したのは
去年の6月 夏の服に着替えた頃
転がって来たボールを無視してたら
僕が拾うまで
こっちを見て待っていた
透明人間 そう呼ばれてた
僕の存在 気づいてくれたんだ
厚い雲の隙間に光が射して
グラウンドの上 僕にちゃんと影ができた
いつの日からか孤独に慣れていたけど
僕が拒否してた
この世界は美しい
こんなに誰かを恋しくなる
自分がいたなんて
想像もできなかったこと
未来はいつだって
新たなときめきと出会いの場
君の名前は""希望""と今 知った
わざと遠い場所から君を眺めた
だけど時々 その姿を見失った
24時間 心が空っぽで
僕は一人では
生きられなくなったんだ
孤独より居心地がいい
愛のそばでしあわせを感じた
人の群れに逃げ込み紛れてても
人生の意味を誰も教えてくれないだろう
悲しみの雨 打たれて足下を見た
土のその上に
そう確かに僕はいた
こんなに心が切なくなる
恋ってあるんだね
キラキラと輝いている
同(おんな)じ今日だって
僕らの足跡は続いてる
君の名前は""希望""と今 知った
もし君が振り向かなくても
その微笑みを僕は忘れない
どんな時も君がいることを
信じて まっすぐ歩いて行こう
何(なん)にもわかっていないんだ
自分のことなんて
真実の叫びを聞こう
さあ
こんなに誰かを恋しくなる
自分がいたなんて
想像もできなかったこと
未来はいつだって
新たなときめきと出会いの場
君の名前は""希望""と今 知った
希望とは
明日(あす)の空
WOW WOW WOW"
2013,4,さくら,ケツメイシ,"※さくら舞い散る中に忘れた記憶と 君の声が戻ってくる
吹き止まない春の風 あの頃のままで
君が風に舞う髪かき分けた時の 淡い香り戻ってくる
二人約束した あの頃のままで
ヒュルリーラ ヒュルリーラ※
さくら散りだす 思い出す 意味なく
灯り出す あの頃また気になる
変わらない香り 景色 風
違うのは君がいないだけ
ここに立つと甦る こみ上げる記憶 読み返す
春風に舞う長い髪 たわいないことでまた騒いだり
さくら木の真下 語り明かした
思い出は 俺 輝いた証だ
さくら散る頃 出会い別れ
それでも ここまだ変わらぬままで
咲かした芽 君 離した手
いつしか別れ 交したね
さくら舞う季節に取り戻す
あの頃 そして君呼び起こす
花びら舞い散る 記憶舞い戻る
気付けばまたこの季節で 君との想い出に誘われ
心の扉たたいた でも手をすり抜けた花びら
初めて分かった 俺若かった
この場所来るまで分からなかったが
此処だけは今も何故 運命(さだめ)のように香る風
暖かい陽の光がこぼれる 目を閉じればあの日に戻れる
いつしか君の面影は 消えてしまうよ 何処かへ
あの日以来 景色変わらない
散りゆく花びらは語らない
さくらの下に響いた 君の声 今はもう
(※くり返し)
そっと僕の肩に 舞い落ちたひとひらの花びら
手に取り 目をつむれば君が傍にいる
(※くり返し)
花びら舞い散る 記憶舞い戻る
花びら舞い散る"
2013,4,Big Boys Cry,安室奈美恵,
2013,7,僕らのユリイカ,NMB48,"いつもの“青”より
もっと深い“青”だ
湾の内側の海は色を変え生きる
なぜ　恋人たちはここまで来るのだろう?
愛を囁くには波音が必要?
原付バイクを飛ばして
家まで帰る道筋
わざと山側を選んで来た
そういう目で君を見ない
僕らのユリイカ
発見したんだ
ずっと近くにいたのに
初めての感情
夏の太陽に目を細めた時
君のことをキレイだと思った
多くの事実は
底に隠れている
ただの友達の境　潮の流れ次第
なぜ　大人になると正直になれないの?
愛の告白には砂浜が最適?
2台のバイクが並んで
国道からの脇道
海に行こうって言い出したのは
どっちが先だってよかった
僕らのユリイカ
思わず叫んだ
まさか同じ気持ちを
持ち始めたこと
「わかった　これだ!」とピンと来たその時
ギリシャの言葉　思い出したんだ
僕らのユリイカ
発見したんだ
ずっと近くにいたのに
初めての感情
夏の太陽に目を細めた時
君のことをキレイだと思った"
2013,7,Flower Song,EXILE,
2013,7,LOVE & GIRLS,少女時代,
2013,7,ソランジュ,上間綾乃,"美しい世界 もしも夢みるのなら
あなたが最初に きれいな花になりなさい
大丈夫 うみそらかわよ
あの場所におんなじ 花がまた咲くよ
ずっと ずっと この命の岸辺を
手を離さずに 歩きましょうね
だけど だけど この命の行方を
誰が知るのやら 誰か知るのやら
空を降りてくる 雨が止められるなら
願い叶わない 夢はひとつもないものを
さびしいか 歌をあげようか
せつないか 木の葉に 手紙を託そうか
ずっと ずっと この命の岸辺を
手を離さずに 歩きましょうね
きっと きっと
生きて知ることひとつ
あなたが大好き
さびしいか 歌をあげようか
せつないか こころに 星を蒔こうか
きっと きっと ねぇ生きてる理由を
手を離さずに 見つけましょうね
だけど だけど この命の行方を
風は知るのやら 波は知るのやら"
2013,7,リトル・ナンバーズ,ボーイ,
2013,7,スカーレット,スキマスイッチ,"昔から何かをしようとすると決まっていつでも水を差される
何気ない風景に紛れて一人 雨が降る駅で旅立ちを待っていた
笑っている人 急いでいる人 寄り添うカップル 無邪気にはしゃぐ子供たち
それぞれ荷物を抱え目指している場所へと向かっていく 今日もまた
スカーレットの電車はホームに着き いくつもの人生を乗せて運ぶ
カバンに詰めた希望と期待、それに不安を少し隠し持って
しばらく帰らないって誓ったんだ
窓を伝う無数の雫が枝分かれして過去へ流れていく
これから僕が進もうとしている道はどれほど長くて どこに辿り着くんだろう
人は皆 幻想を語り 叶わぬ夢と置き去りにするけれど
僕は抱きしめていこう 馬鹿げた衝動が未来を照らすと 信じながら
小さな頃クレヨンで描いていた果てしなく空想のような世界も
今の僕を形成り上げている大事な一欠片だって
そう自信を持って言えるよ
""可能性""っていうものはずっと無限だとは思わない
駆け出すそのスピードに広がるイメージを
そしてまたスピードを
上げていく
スカーレットの電車は僕を運ぶ ためらわずまだ知らない場所へと
雨の止んだ生まれた街にそっと「さよなら」つぶやいて
次第に遠ざかって 見えなくなった
東京は今頃 青空が広がっているだろう"
2013,7,Upturn,Lead,"「あなたにとって譲れない夢はありますか?」
うなずく仲間と指きりげんまん 合言葉はそう?Upturn?
拭えない不安は 希望のプロローグ
新たな一歩を「せーの」で踏み出して行こうよ
雨に打たれ花は開いた 風に吹かれ涙は乾いた
はじまるよ! 空を仰いで描こう 高く手を上げて未来を
道なき道を行くんじゃない 歩んできた道の続きを行くんだ
築いた絆は傷ついてなんかない 立ち止まる理由(わけ)ない
駆け出したい衝動を助走に アスファルトを強く蹴り上げ
差し込む光を掴みに行こう Reaching for the sky 上昇の序章
「背伸びして見据えた未来に向かっているのか?」
握った拳にもう一度力を込め つぶやいた?Upturn?
挫けそうなときは 振り返り確かめてみよう
希望とともに刻んだ轍(わだち)を
雨にも負けず 風にも負けず 全力で駆け抜けるこの滑走路
明日へ向かう空に 強いタッチで描こう 眩(まばゆ)い色で彩る未来を
ミスしてばっかで嫌になるけど 自信を持てることも無くは無いんだから
理論武装の服は脱ぎ捨て 裸で挑もう潔く
ずるくなんな 賢くなりすぎんな 駆け引きなんて下手でもいい
誰にも負けない強みがあるだろ 情熱という原動力が
高ぶる鼓動は これからの僕らのテーマソング
「せーの」で踏み出して行こうよ
雨に打たれ花は開いた 風に吹かれ涙は乾いた
はじまるよ! 空を仰いで描こう 高く手を上げて未来を
あの日の涙をこんなに笑顔で語り合えるなんて
全てがあっての今だから 一つたりとも上書きはしない
自分を信じるよ 僕らを信じていて
これからも変わらない合言葉?Upturn?
はじまるよ! 空を仰いで描こう はみ出しちゃうくらい大きな未来を
さぁ、Upturn!"
2013,7,I WANNA DANCE,SUPER JUNIOR DONGHAE & EUNHYUK,
2013,7,Last Love,Rihwa,
2013,7,スターラブレイション,ケラケラ,"オウベイベイベイ 今日も明日(あす)も 踏み出してラストシンデレラ
不器用な愛を掲げながら ずっと駆け抜けてく強く強く
スターラブレイション
「素直になっていいんだよ?」 君はそう言って微笑むの
真夜中のラブストーリー 泣きそうに 涙をこらえてるんだ
分かっているんだよ 大丈夫が口癖なのは
この先はラブストーリー? それともソーリー?
甘いようでスパイシー
ドラマチックな恋も チュールドレス姿も
脱ぎ捨ててここまで全速力で
(来たんだよ)
オウベイベイベイ 今日も明日(あす)も 踏み出してラストシンデレラ
泣き笑いながら見る空は 最高に美しいんだ
オウベイベイベイ 胸の中の 想いよ高く舞い上がれ
不器用な愛を掲げながら ずっと駆け抜けてく強く強く
スターラブレイション
誤解される性格だから またココロが疲れるんだね
この先もそうやって 強がり言って
同じように生きてくの?
星巡るこの夜に 何かが揺れ始めた
描いた理想の自分になるため
(走り出す)
オウベイベイベイ 今日も明日(あす)も 踏み出してラストシンデレラ
鏡の前に立つ私は 最高に美しいんだ
オウベイベイベイ 胸の中の 迷う心よ舞い散らして
弱さ超えてくこの笑顔は 光る風の中の太陽なんだ
スターラブレイション
雲一つ無い空に 両手いっぱいの愛が
真っ直ぐに君へと届けに行くよ
(どこまでも)
オウベイベイベイ 今日も明日(あす)も 踏み出してラストシンデレラ
泣き笑いながら見る空は 最高に美しいんだ
オウベイベイベイ 胸の中の 想いよ高く舞い上がれ
不器用な愛を掲げながら ずっと駆け抜けてく強く強く
スターラブレイション"
2013,10,ヒリヒリの花,Not yet,"本当の愛なら
必ず伝わるなんて
理想主義者の戯言(たわごと)　聞かされても
信用するな
人生で大事なのは
自分が参加すること
誰かの手を借りて
告白しても無意味だ
正々堂々と
真正面から
大好きですと言えばいい
たとえ振られたとしても晴れやかだ
ヒリヒリと
心がするような
その緊張の一瞬が
生きている証(あかし)だ
どうなるか
予想もつかない
さあ　未来のどこかに
咲かそう　ヒリヒリの花
いつの日か愛し合って
しあわせ　手に入れた時
すべて　当たり前で
何かがもの足りない
人は誰だって
立ち止まってるより
走っていたいものなんだ
ちょっと無理めなものを追いかける
ヒリヒリと
神経すり減る
その重苦しい空気感が
最高の自分だ
真実は
ソッポを向いてる
さあ　孤独の褒美に
あれがヒリヒリの花
ヒリヒリと
心がするような
その真剣なチャレンジで
スキルアップできるんだ
人生は
自分との戦い
そう欲しけりゃ負けるな
探せ!ヒリヒリの花"
2013,10,No Limit,EXILE,
2013,10,友達のフリ,ケラケラ,"今目の前で 笑っている君のことを
失いたくない それだけで
本当は誰より愛している 君に対して
好きと言えずに 友達のフリをしてる
渋谷駅のすぐそばの ビルの片隅で
いつもと変わらない仲間集めて
よく語りあうよね
みんなと同じタイミングで 笑ってはみるけど
ホントは悲しいよ 君が話すのは
あの人のことばかりで
駅に向かうほんの少しの距離さえ
ボクにとってはチャンスだけど
いつだってそう 離れてく君が怖くて
くだらない話をしてしまう
今目の前で 笑っている君のことを
ボクだけのものにしたいけど
本当は誰より愛している 君に対して
好きと言えずに 友達のフリをしてる
叶わないと決めつけて 恋に臆病になる
ホントは悔しいよ いつも思うのは
失恋の跡ばかりで
家に帰るほんの少しの距離さえ
また君の声聞きたくなって
でも勇気がなくて
また遊ぼうなってメールだけして
携帯電話ポケットにしまう
どんな時でも 笑っている君のことを
思い出してしまうんだ
思わせぶりな 君の態度や言葉に
もしかしたらって
思い続けているけど…
これからも君のこと見ていたい
だけど君守るのは ボクじゃない
例え想いが伝えられなくても
変わらないよボクは 君の事 ずっと好き
今目の前で 笑っている君のことを
ボクだけのものにしたいけど
本当は誰より愛している 君に対して
好きと言えずに 友達のフリをしてる
いつまでも恋をしてる"
2013,10,ありがとう,D.W.ニコルズ,"優しいものだけ 全部集めたら
あなたができあがる
何も求めずに いつでも笑顔で
ボクを見守ってくれる
たったひとつ ひとつだけでも なにか返せたかな
ありがとう ありがとう
叫んでも届かなくなってしまう前に
ありがとう ありがとう
叫ぶようにうたうよ あなたに いま ありがとう
目を逸らしたいものを 全部剥がしたら
あなたが出てきた
何も恐れずに 生きていくために
身につけたものは何だろう
たったひとつ ひとつだけでも みつけられたなら
ありがとう ありがとう
叫んでも届かなくなってしまう前に
ありがとう ありがとう
叫ぶようにうたうよ あなたに いま ありがとう
想いは胸の中 言葉は風の中
たったひとつ ひとつだけでも なにか返せたかな
ありがとう ありがとう
叫んでも届かなくなってしまう前に
ありがとう ありがとう
叫ぶようにうたうよ あなたに いま
ありがとう ありがとう
叫んでも届かなくなってしまう前に
ありがとう ありがとう
叫ぶようにうたうよ あなたに いま ありがとう"
2013,10,ロックンロール,アヴリル・ラヴィーン,
2013,10,ザ・マザー・ウィ・シェア,チャーチズ,
2013,10,潮騒のメモリー,天野春子(小泉今日子),
2013,10,タイムマシンなんていらない,前田敦子,"Beep beep beep beep yeah!
Beep beep beep beep yeah!
Beep beep beep beep yeah!
Beep beep beep beep
知らないうちに
眠ってたみたい
カフェのテラスで
日射しに包まれて
時計をみたら
5分の出来事
テーブルの向こう
微笑むあなたは
いつからそこで
頬杖ついてたの?
眺めてないで
声を掛けてよ
どんな時も
待ってたいなんて
ねえ 私って
恋に真面目すぎるかな
タイムマシンなんていらない
過去も未来も興味ない
いつだってあなたといられたら
今が一番
そんな自由なんていらない
運命のままがいいね
せっかく出会った恋だから
そうよ 目の前の
あなたがいい
Beep beep beep beep yeah!
Beep beep beep beep yeah!
Beep beep beep beep
風の並木道
ぶらぶら歩いて
時々腕を
組んでみたりすると
恥ずかしそうな
あなたが可愛い
燃え上がるような
恋ではないけど
ぽかぽかしてる
日向が心地いい
時間をかけて
どこかへ行こう
そばにいれば
わかり合えるよね
微笑むだけで
しあわせな気持ちになれる
タイムマシンなんていらない
ズルしたってつまらない
これからの2人がどうなるか
楽しみだから
ショートカットなんていらない
砂時計が落ちるように
1秒1秒が大事だし
この場所にいたい
タイムマシン
タイムマシンなんていらない
過去も未来も興味ない
いつだってあなたといられたら
今が一番
そんな自由なんていらない
運命のままがいいね
空想なんかしているより
すぐそばにいたい
タイムマシンなんていらない
今 この瞬間(とき)がどれくらい
しあわせなのか わかって欲しい
あなたへの想い
タイムマシン
あなたが好き
Beep beep beep beep yeah!
Beep beep beep beep yeah!
Beep beep beep beep yeah!
Beep beep beep beep yeah!
Beep beep beep beep yeah!
Beep beep beep beep yeah!
Beep beep beep beep yeah!
Beep beep beep beep yeah!"
2013,10,GALAXY SUPERNOVA,少女時代,
2013,10,盛者必衰の理、お断り,KANA-BOON,
2014,4,高嶺の林檎,NMB48,"手の届く
枝になった林檎は
君じゃない
誰かも手を伸ばす
みんなが
あきらめてるような
高い木の上
探さないのか？
なぜ君は
絶対失敗しない
手頃な
夢だけを選ぶのか？
結果を
出せないこととは
チャレンジするより
だめなことか？
そんな近くに (そんな近くに)
夢はないんだ
僕は無理をする
妥協はしない
冷ややかな目で
見られたって…
僕は無理をする
すべてを懸けて
平均点はいらない (いらない)
高嶺の林檎よ
落ちて来る
幸運を待っても
その時間
もったいないだろう
自分から
木に登ったりして
リスク持たなきゃ
手に入らない
勝ち負けは
どうでもいいなんて
自分に
弁解をするなよ
何かを
競い合うことは
そう努力する
モチベーション
汗の分だけ (汗の分だけ)
美味しいんだ
どうせやるのなら
1位を狙え
誰も羨(うらや)む
最高峰
どうせやるのなら
ランク落とすな
たった1つの目標 (目標)
高嶺の林檎よ
僕は無理をする
妥協はしない
冷ややかな目で
見られたって…
僕は無理をする
すべてを懸けて
平均点はいらない (いらない)
高嶺の林檎よ"
2014,4,S.A.K.U.R.A.,三代目 J Soul Brothers from EXILE TRIBE,
2014,4,AGAIN,DREAMS COME TRUE,"ひとりで悩んだ時も　流されるしかなかった頃も
その時やれる精一杯で越えてきたのを　みんな知ってる
風には負けて　雨には泣いて　転んで起きて　ここへ来たよね
もう一度　今のあなたで　やりきった　あの涙を
もう一度　今のあなたで　悔いなんてまるでない　あの最強の笑顔を
AGAIN
何にも考えず　ただ楽しかっただけの頃より
今は何倍も強いから　迷ってその度　ぐっと進んでる
嵐に顔を向ける姿も　陰でこぼした涙も全部
そのままで　今のあなたで　震えさせて　ここにいるから
そのままで　今のあなたで　震えさせる胸いっぱいの　あの最高の瞬間を
もう一度　今のあなたで　やりきった　あの涙を
もう一度　今のあなたで　悔いなんてまるでない　あの最強の笑顔を
AGAIN
もう一度
AGAIN"
2014,4,レット・イット・ゴー〜ありのままで〜,松たか子,
2014,4,My Avatar,BOYFRIEND,
2014,4,繋いだ手から,back number,"ここに僕がいて　横に君がいる人生なら
もう何もいらない　嘘じゃなかったはずなのに
電話握りしめて　朝まで口実を探していた
胸の痛みはどこにいたのか　こんな事になるまで
何もできない君なら　何でも出来る僕になろう
誓った夜の僕には　なんて言い訳して謝ろう
繋いだ手からこぼれ落ちてゆく
出会った頃の気持ちも　君がいてくれる喜びも
僕はずっと忘れていたんだね
離した手から溢れ出してくる
今頃になって君に　言わなきゃいけなかった言葉が
見つかるのはなぜだろう
もしあの日君と　出会えてなかったらきっと僕はまだ
もっと卑屈で　もっとセンスのない服着てたろうな
よく笑ってよく食べて　よく眠る君につられて
僕は僕になれたのに　全部分かっていたはずなのに
離した手から溢れ出してくる
今頃になって君の　笑った顔ばかり思い出して
言い訳でもしたいのかな
美しい花でも石コロでもなくて
贈るべきだったのは　そんなものじゃなくて
繋いだ手からこぼれ落ちてゆく
出会った頃の気持ちも　君がいてくれる喜びも
僕はずっと忘れていたんだね
離した手から溢れ出してくる
今頃になって君に　言わなきゃいけなかった言葉が
やっと見つかったからさ
さっき見つかったからさ"
2014,4,春風,Rihwa,"季節外れの桜の花に
寄り添うように差し込んだ木漏れ日
時に迷って 時に嘆いた
私の傍にはあなたが居たよね
Cause I love you
あなたを守るよ
Still, I turn to you
変わっていないの
聞きたい事話したい事がある
たくさんあるんだよ
群青色に染まる冬は
瞬く星が囁いてる
聞こえたから聞こえていたから
もう迷わないで行けるよ
見えないように紛らわしてた
紡ぐ言葉に意味なんて無かった
伸びてゆく影 刻む波音
必死に背を向けた
どこにも行かないで
I'm missing you
触れたくなるの
Always be true
愛しているよ
伝わるように伝えられるように
ねぇ 想っているから
茜色に揺れる夕日が
心を強くしていたんだ
目を閉じれば春の風が吹く
振り返る帰り道
見透かされそうな大きな瞳
照れて顔を掻く仕草
寂しげな微笑み
大きくて優しい手
闇の中の光
永遠が無いのなら
私もここに居ないでしょう
この気持ちはこの想いは
巡り続けるはずだよ
Cause I'm loving you
あなたを守るよ
Always be true
愛しているよ
今あなたに伝わりますように
この胸の中でずっと
鮮やかに彩る景色が見えたの
息吹の香りにあなたを感じて
私は歩いて行くの"
2014,4,勇気スーパーボール!,THE ポッシボー,
2014,4,未来とは?,SKE48,
2014,4,リヴ・フォー・ザ・ナイト,クルーウェラ,
2014,7,R.Y.U.S.E.I.,三代目 J Soul Brothers from EXILE TRIBE,
2014,7,LUCKY STAR,SHINee,
2014,7,NIPPON,椎名林檎,"万歳!万歳!日本晴れ 列島草いきれ 天晴
乾杯!乾杯!いざ出陣 我ら 時代の風雲児
さいはて目指して持って来たものは唯一つ
この地球上で いちばん
混じり気の無い気高い青
何よりも熱く静かな炎さ
鬨の声が聴こえている
気忙しく祝福している
今日までハレとケの往来に
蓄えた財産をさあ使うとき
爽快な気分だれも奪えないよ
広大な宇宙繋がって行くんだ
勝敗は多分そこで待っている
そう 生命が裸になる場所で
ほんのつい先考えて居たことがもう古くて
少しも抑えて居らんないの
身体まかせ 時を追い越せ
何よりも速く確かに今を蹴って
噫また不意に接近している淡い死の匂いで
この瞬間がなお一層 鮮明に映えている
刻み込んでいる あの世へ持って行くさ
至上の人生 至上の絶景
追い風が吹いている もっと煽って唯今は
この地球上で いちばん
混じり気の無い我らの炎
何よりもただ青く燃え盛るのさ"
2014,7,頑張ったっていいんじゃない,大原櫻子(from MUSH & Co.),"君は頑張っているんだね
だから心配ないんだよ
僕はそんな君が大好きだよ
君が落ち込んでいるなら
すぐに飛んでいくからね
どんな時も一番に呼び出してほしい
頭の中で考えているより
ハイタッチめざして 即行動しちゃおうよ
同じ空見ているよ
違うゴール追いかけても
だからもっともっといけるかも!
一人じゃないんだ
同じ夢見ていよう
違う時をきざんでも
だからきっときっとかなうかも!
頑張ったっていいんじゃない 一緒に
君が頑張れないとき 僕は見守っているよ
最強のエールが君にとどくといいな
みんな頑張ってるから
ちょっとせつなくなるよね
数字で決められない だから人生っておもしろい
いろんなペースがあってもいいんじゃない?
自分色のメダル目指して 高まっていこうよ
同じ空見ているよ
違うゴール追いかけても
だから「だって」なんて言わないで
とりあえずいこうよ
違う夢見てるかも 寄り道だってしてるかも
だったらいっそもっとはみだそう!
頑張ったっていいんじゃない 一緒に
今ここで 出来る事
やってみれば いいんじゃない
はじめの一歩を踏み出しちゃおうよ
勝利の女神微笑むまで
あきらめずいこうよ 君ならばいけるよ
同じ空見ているよ 違うゴール追いかけても
だからもっともっといけるかも!
一人じゃないんだ
同じ夢見ていよう 違う時をきざんでも
だからきっときっとかなうかも!
頑張ったっていいんじゃない 一緒に"
2014,7,にじいろ,絢香,"これからはじまるあなたの物語
ずっと長く道は続くよ
にじいろの雨降り注げば
空は高鳴る
眩しい笑顔の奥に
悲しい音がする
寄りそって 今があって
こんなにも愛おしい
手を繋げば温かいこと
嫌いになれば一人になってくこと
ひとつひとつがあなたになる
道は続くよ
風が運ぶ希望の種
光が夢の蕾になる
なくしたものを数えて
瞳閉ざすよりも
あるものを数えた方が
瞳輝きだす
あなたが笑えば誰かも笑うこと
乗り越えれば強くなること
ひとつひとつがあなたになる
道は続くよ
La la la la la la la la la…
これからはじまるあなたの物語
ずっと長く道は続くよ
にじいろの雨降り注げば
空は高鳴る"
2014,7,A.I,美風藍(蒼井翔太),
2014,7,サイショの恋〜モテたくて〜,DISH//,
2014,7,Sweat,東方神起,
